uuid,movie_name,movie_date,movie_rating,movie_genre,comment_user,comment_date,comment_text
f56def57-4264-4c85-8cfb-d932c6ba1393,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,attilalengyel-78684,9 June 2024,"It is a good movie for a lazy Saturday evening, entertaining enough to keep your attention throughout and go to bed with a half-smiled satisfaction"
fcb08f8d-49bd-46d2-af52-a163cb7deaed,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,johnspringer-95440,10 June 2024,The premise is very good: a mashup of romcom and noirish thriller in the vein of Notting Hill meets Double Indemnity
d686944d-0245-4911-9c15-ea472c09c85b,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,Airman87,8 June 2024,"This was billed as a quirky, clever Rom-Com by both its trailers and critics"
28f785b8-f1bf-4783-a04f-6c7d99d190c2,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,simevo-20093,10 June 2024,"Just before this was released, the press and social media were awash with reports of 'Hollywood finding it's new lead man in Glen Powell' in this rotten tomatoes critical 'smash hit comedy' that was one of the 'best films of the year so far'"
d10a73ef-f239-4655-943b-43a00f50e686,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,bigbadbassface,10 June 2024,"So much of the dialogue contradicts itself, so many of the characters actions make no sense"
6a1069bd-568f-40cc-85d9-c8a176986f69,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,ethanbresnett,4 June 2024,"In a world of Hollywood formulas and studio safe bets, there's something refreshing about Hit Man and it's quirky out of the box story"
8955e11f-c47f-45dd-afc3-600982d171a1,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,scribbleheart-78583,10 June 2024,"Glen Powell was blah in his last ""big"" movie, ""Anyone But You"""
26d89558-fa7f-4aa2-adbd-07435380283d,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,stevencayer,31 May 2024,"If you enjoy quirky movies, director Richard Linklater is your guy"
6917787d-f607-471b-ad78-ee4f099d760d,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,NS-movie-reviews,9 June 2024,First thing's first: Glen Powell is incredible in this movie
ef6cc0e6-b675-4360-a231-9f7208859286,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,mike-nissley,11 June 2024,A tragically dumbed-down misfire on every level
5cb935a4-0adb-4ece-9999-aa66aada881b,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,tomdevisser29,1 June 2024,"I went to see this movie on a whim, mainly because I wanted to go to the cinema and had already seen everything else that was playing"
062b4dad-2fb5-405e-80ce-6239350d18ec,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,daisukereds,8 June 2024,"Well, I'm a little shocked"
fdb1b999-4767-4f73-8ac4-56a6d121bb11,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,tigerfish50,9 June 2024,Richard Linklater's career has been punctuated regularly by intense and innovative stories originating from everyday events
1475e0d6-d068-4f24-a866-0b05b4a73645,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,alwinsup,13 May 2024,Well we had some tough comedy movies in the past but this is one is good
1085a3f2-7d37-4236-b79d-7ad9ec829842,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,CANpatbuck3664,9 June 2024,My first experience with Glenn Powell was his supporting role in Top Gun: Maverick
f190cdb8-1f3e-495c-93e2-009eab23cf82,Assassino Profissional,2023,7.0,Comedy; Crime; Romance,pratyushpadhy29,9 June 2024,"""Hitman,"" directed by Richard Linklater, is an intriguing yet uneven journey that offers glimpses of potential but ultimately falls short of being a memorable cinematic experience"
b884d36f-7cdc-4392-90c3-1a69005310e7,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,brucemiddlemissphotography,5 June 2024,"So I was left a little disappointed after the last film, something just seemed to be missing but this really hit the spot"
b6e7ec3c-b1d4-4906-b9bc-e6f0227e03e8,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,jackransom-69832,5 June 2024,"The fourth entry in the revitalised buddy cop, action, comedy franchise"
53e0b962-46c7-46c6-8b9c-beae6991f89a,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,jtindahouse,5 June 2024,It must be a lot of fun to write these 'Bad Boys' movies
d40b4581-c3f1-4ebf-b125-9709a0a0d715,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,pkilic-72602,6 June 2024,"I do not understand why some people are still at this ""Will Smith"" slap stage"
34df3acf-8b4a-4c5c-a6a6-680b66978050,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,markdrakedev,10 June 2024,Martin Lawrence totally killed it here but I do believe Will Smith is still affected in his acting due to his slap incident (or perhaps his charm is gone)
88fc34a8-d3b1-4003-bc74-a3836b276c35,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,noedubrulle,5 June 2024,I have always been a fan of will and Martin ever since the fresh prince and Martin show
dab0be64-76df-4149-9a7f-333d5ea8ae0d,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,isaacsundaralingam,6 June 2024,"That's not to say this franchise has overstayed its welcome, no"
74a53db4-5c29-424b-9756-c59bd222351a,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,essens-35641,9 June 2024,Movies was unbelievable from start to finish
94fecefd-5d01-4f99-9457-c52f1494351f,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,sbweightman,7 June 2024,"The story's nothing special with one-dimensional villains, damsels in distress and the attempts to tie it into previous films is pretty weak, but the Miami setting is wonderful and used very well with exotic nightclubs and an iconic culture"
5dd8bb8a-c1ae-4b80-8dfd-1bd73b03c89b,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,cthirlby,5 June 2024,"Bad Boys is back and it's so much fun, action packed and hilarious"
9c0918c4-324f-40af-9917-827b3e067d30,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,fLick-IX,6 June 2024,Bad Boys: Ride or Die is a fun-fight entertainer with a predicted storyline
d1faa9ee-584f-4dcf-ac2c-8f25ab991836,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,chrissitumeang,20 June 2024,As usual bad boys is a easy and fun movie to watch
924b8f84-fcf2-4abb-90a8-63e4ffeeb998,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,michvanbeek,7 June 2024,It's been four years since we were allowed to see the last Bad Boys film
c6c82b0d-87ae-44f8-b4b5-5a04603f2ef9,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,hanrured,5 June 2024,This truly was the best in series
57df01c8-f679-4222-9634-faa768b4add1,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,imseeg,8 June 2024,"Nothing really new (besides a few fun drone action scenes), nothing really surprising (besides a Martin Lawrence thinking he is invincible after having seen a vision), but just another well made sequel"
a6669998-cfd5-4623-951f-0eb24570e2c8,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,marwinsingh-30063,7 June 2024,Bad Boys is one of the best buddy em cop action comedy franchise and with 4th part it looks like they've run their course
198e96b6-5881-4b3f-bb72-e980d80e5f74,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,ta-98251,10 June 2024,I looked forward to Bad Boys: Ride or Die as I really enjoyed Bad Boys for Life
cbf817af-8bb7-4c39-b53e-80e037152a9f,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,yvngcurls,9 June 2024,I honestly don't know why it's rated a 6
bcf20020-8afd-484f-afa7-ea685c0a4b07,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,jmet-65700,9 June 2024,"My first time going to see a bad boy movie in theaters and wasn't disappointed I loved movie , will and Martin have excellent chemistry and the action is always keeping you thrilled what more can I say go see the movie you won't be disappointed I'm over the slap at this point will smith is great at his craft And would love to see it again , it's a good way of kicking off the summer just right and get you in the right mood for movie going , I believe this one of the best of movies I seen in theaters in years you won't be let down most of the bad movies was good so I already knew that it would be a good one"
90882271-fefa-4d97-b528-efcc8239b477,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,nizarsalim,12 June 2024,"In Bad Boys: Ride or Die, there are things that deserve praise, like the action and comedy scenes, direction, soundtrack, performances of Smith and Lawrence, cinematography, and ending"
43d8537f-23ad-4822-ab50-3c8bcee44415,Bad Boys: Tudo ou Nada,2024,7.0,Action; Adventure; Comedy,frowenevan,8 June 2024,This film is hilarious and has amazing action
